09/05/2023 09:33,Leeds,Anthony Browder,"Large Hot Chocolate - 1.70, Large Filter coffee - 1.80, Regular Hot Chocolate - 1.40, Large Chai latte - 2.60, Large Hot Chocolate - 1.70",9.2,CARD,8151379804295757
09/05/2023 09:35,Leeds,Clay Pappas,"Regular Filter coffee - 1.50, Large Hot Chocolate - 1.70, Large Filter coffee - 1.80, Regular Hot Chocolate - 1.40",6.4,CARD,8135240708118212
09/05/2023 09:37,Leeds,Eileen Green,"Large Iced americano - 2.50, Large Speciality Tea - English breakfast - 1.60, Regular Filter coffee - 1.50, Regular Filter coffee - 1.50, Large Speciality Tea - English breakfast - 1.60",8.7,CASH,
09/05/2023 09:38,Leeds,Laura Green,"Large Chai latte - 2.60, Large Chai latte - 2.60, Regular Chai latte - 2.30, Regular Iced americano - 2.15, Large Filter coffee - 1.80",11.45,CARD,1345426127701358
09/05/2023 09:40,Leeds,Harold Hayes,Regular Speciality Tea - English breakfast - 1.30,1.3,CARD,9336263681278080
09/05/2023 09:42,Leeds,David Isaacson,"Large Hot Chocolate - 1.70, Large Iced americano - 2.50",4.2,CARD,5260940947783827
09/05/2023 09:43,Leeds,Charles Voyles,"Regular Hot Chocolate - 1.40, Regular Hot Chocolate - 1.40",2.8,CASH,
09/05/2023 09:45,Leeds,Shawn Morlan,"Large Speciality Tea - English breakfast - 1.60, Large Chai latte - 2.60, Regular Iced americano - 2.15",6.35,CASH,
09/05/2023 09:46,Leeds,Michael Heiden,"Large Chai latte - 2.60, Regular Iced americano - 2.15, Regular Speciality Tea - English breakfast - 1.30, Regular Chai latte - 2.30",8.35,CARD,2194808130554279
09/05/2023 09:48,Leeds,Michael Jones,"Regular Speciality Tea - English breakfast - 1.30, Large Hot Chocolate - 1.70",3.0,CARD,8955534593431491
09/05/2023 09:50,Leeds,Carla Burkitt,"Large Hot Chocolate - 1.70, Large Hot Chocolate - 1.70, Large Iced americano - 2.50, Large Iced americano - 2.50, Large Hot Chocolate - 1.70, Regular Iced americano - 2.15",12.25,CARD,5760268941231338
09/05/2023 09:51,Leeds,Betty Welch,Regular Hot Chocolate - 1.40,1.4,CARD,5177196822288928
09/05/2023 09:53,Leeds,Betty Gonzales,"Large Chai latte - 2.60, Large Hot Chocolate - 1.70, Large Iced americano - 2.50, Regular Speciality Tea - English breakfast - 1.30",8.1,CASH,
09/05/2023 09:54,Leeds,Michael Rendall,"Regular Iced americano - 2.15, Large Filter coffee - 1.80, Regular Iced americano - 2.15, Regular Filter coffee - 1.50",7.6,CARD,1927956811281617
09/05/2023 09:56,Leeds,Louis Monroe,Large Hot Chocolate - 1.70,1.7,CASH,
09/05/2023 09:58,Leeds,Doris Johnson,"Regular Iced americano - 2.15, Large Hot Chocolate - 1.70, Large Chai latte - 2.60, Regular Hot Chocolate - 1.40",7.85,CARD,6919182866971326
09/05/2023 09:59,Leeds,Dawn Reiss,"Regular Speciality Tea - English breakfast - 1.30, Large Speciality Tea - English breakfast - 1.60",2.9,CARD,9016181168094418
09/05/2023 10:01,Leeds,Diane Howe,"Regular Chai latte - 2.30, Regular Chai latte - 2.30, Large Filter coffee - 1.80",6.4,CARD,3281999971911840
09/05/2023 10:02,Leeds,Monica Burkhardt,"Large Hot Chocolate - 1.70, Large Chai latte - 2.60, Large Filter coffee - 1.80, Regular Speciality Tea - English breakfast - 1.30",7.4,CASH,
09/05/2023 10:03,Leeds,James Gismondi,"Large Speciality Tea - English breakfast - 1.60, Regular Filter coffee - 1.50, Large Filter coffee - 1.80",4.9,CASH,
09/05/2023 10:04,Leeds,Leo Johnson,"Large Chai latte - 2.60, Large Hot Chocolate - 1.70",4.3,CASH,
09/05/2023 10:05,Leeds,Nancy Browder,"Large Filter coffee - 1.80, Large Speciality Tea - English breakfast - 1.60, Regular Filter coffee - 1.50",4.9,CARD,8540166623389653
09/05/2023 10:06,Leeds,Bradley Rutledge,"Large Chai latte - 2.60, Regular Hot Chocolate - 1.40, Large Speciality Tea - English breakfast - 1.60",5.6,CARD,7690093089597930
09/05/2023 10:07,Leeds,Kathy Jefferies,"Regular Iced americano - 2.15, Regular Filter coffee - 1.50, Large Speciality Tea - English breakfast - 1.60, Regular Filter coffee - 1.50",6.75,CASH,
09/05/2023 10:08,Leeds,Anne Palacios,"Regular Speciality Tea - English breakfast - 1.30, Regular Filter coffee - 1.50, Large Filter coffee - 1.80, Regular Hot Chocolate - 1.40, Regular Hot Chocolate - 1.40, Large Filter coffee - 1.80",9.2,CARD,4307937658872868
09/05/2023 10:09,Leeds,Ron Snowden,"Large Iced americano - 2.50, Regular Filter coffee - 1.50",4.0,CARD,3533074896001739
09/05/2023 10:11,Leeds,Albert Glover,Regular Filter coffee - 1.50,1.5,CARD,8153597336703609
09/05/2023 10:12,Leeds,Karen Almaraz,Regular Speciality Tea - English breakfast - 1.30,1.3,CARD,6892440052338182
09/05/2023 10:13,Leeds,Connie Pounds,"Large Filter coffee - 1.80, Regular Hot Chocolate - 1.40",3.2,CASH,
